pilot_pattern,pilot_density,snr_db,trial,num_pilots,nmse_oracle_perfect,nmse_oracle_support_ls,nmse_estimated_support_ls,path_recall,path_precision,power_recovery,delay_rmse_bins,doppler_rmse_bins,penalized_delay_rmse_bins,penalized_doppler_rmse_bins,ospa_distance,num_estimated,num_missed,num_false_alarms,false_alarm_rate
random,0.125,0.0,115,112,0.0,0.017537839721914795,0.07282683819501408,1.0,1.0,1.0,0.14257593790173223,0.08417861337263437,0.14257593790173223,0.08417861337263437,0.2539343246837124,4.0,0.0,0.0,0.0
random,0.125,0.0,116,112,0.0,0.014613367664484064,0.13394096524703455,1.0,1.0,1.0,0.28620743124050474,0.13239124454336051,0.28620743124050474,0.13239124454336051,0.4644737760686518,4.0,0.0,0.0,0.0
random,0.125,0.0,117,112,0.0,0.01798182321334007,0.11571381156002486,0.75,0.75,0.9902076076177609,0.08146501121022211,0.07492733924996016,0.3815788398727204,0.2582839128271619,0.525062900266763,4.0,1.0,1.0,0.25
random,0.125,0.0,118,112,0.0,0.0684691848325678,0.1403293320761953,0.75,0.75,0.9399138525727768,0.03210578251422337,0.02861663864123888,0.3760293684715836,0.2512253649720554,0.5038165450331803,4.0,1.0,1.0,0.25
random,0.125,0.0,119,112,0.0,0.06791348005042974,0.23127445620803438,0.5,0.5,0.8909849691423655,0.12871805382097495,0.0907554261679015,0.5380837933721194,0.35933031278958183,0.7288350332975212,4.0,2.0,2.0,0.5
random,0.125,0.0,120,112,0.0,0.036465516297534466,0.22504989506737527,0.5,0.5,0.8441526777117733,0.03484182403110678,0.025110795926750275,0.5309020402587536,0.3539989774505535,0.7087596018484895,4.0,2.0,2.0,0.5
random,0.125,0.0,121,112,0.0,0.0423962746302882,0.16295153697256862,0.75,0.75,0.9512144559734403,0.10398934534233772,0.08060690242885685,0.38566220706538773,0.25956329582470133,0.5328328037485084,4.0,1.0,1.0,0.25
random,0.125,0.0,122,112,0.0,0.03331662042084247,0.11151368951603419,0.75,0.75,0.996094969116948,0.09848759225874977,0.1410660090339583,0.38457750112518846,0.27825296796005,0.5680069816057493,4.0,1.0,1.0,0.25
random,0.125,0.0,123,112,0.0,0.033742353361372136,0.1613642786768658,0.75,0.75,0.9878991347439439,0.118364880505536,0.12042206374423285,0.3887578728499493,0.27088024120875825,0.5587349522734789,4.0,1.0,1.0,0.25
random,0.125,0.0,124,112,0.0,0.04909992460914267,0.10770316033194553,0.75,0.75,0.9862227455527649,0.11398524543940511,0.06249435026012168,0.387775034180143,0.25579123882734156,0.5282425071377219,4.0,1.0,1.0,0.25
random,0.125,0.0,125,112,0.0,0.026973056625263454,0.1205854315320583,0.75,0.75,0.9810013619372717,0.12871110881903644,0.07777919300376093,0.3912159405623311,0.25891543435692904,0.5387369871321099,4.0,1.0,1.0,0.25
random,0.125,0.0,126,112,0.0,0.012634778860860146,0.18266280313726743,0.5,0.5,0.9214240596294123,0.055256837832619254,0.04493716729620545,0.5317674859030309,0.3549784141357099,0.7118656885724857,4.0,2.0,2.0,0.5
random,0.125,0.0,127,112,0.0,0.06853807612245398,0.15247788542885152,1.0,1.0,1.0,0.1829426705935692,0.10938210533136213,0.1829426705935692,0.10938210533136213,0.32765299231969963,4.0,0.0,0.0,0.0
random,0.125,0.0,128,112,0.0,0.019157861645591807,0.06473224612204224,0.75,0.75,0.9713585981876289,0.04102494362064166,0.054234024649874445,0.37667928599712996,0.2543737350283877,0.5109481868264844,4.0,1.0,1.0,0.25
random,0.125,0.0,129,112,0.0,0.005677131379851146,0.1208621397389749,0.5,0.5,0.9517487330725328,0.0974515431797314,0.017668603814593134,0.5347881838953209,0.35377406600877137,0.7134885857717008,4.0,2.0,2.0,0.5
random,0.125,0.0,130,112,0.0,0.04396240997263784,0.08502407448612659,1.0,1.0,1.0,0.16027280873011876,0.1310569298068052,0.16027280873011876,0.1310569298068052,0.3381865116742782,4.0,0.0,0.0,0.0
random,0.125,0.0,131,112,0.0,0.0488499475387198,0.09736114037794578,0.75,0.75,0.9776253287418614,0.05949126417351101,0.06708979457593643,0.3785226649551145,0.2566627756457508,0.5179016016188217,4.0,1.0,1.0,0.25
random,0.125,0.0,132,112,0.0,0.044221863155911055,0.5072864474179006,0.75,0.75,0.6931467062348409,0.2183127517292699,0.10856030919273467,0.41996469277274295,0.2670936269344827,0.5906803695340433,4.0,1.0,1.0,0.25
random,0.125,0.0,133,112,0.0,0.015952958574704322,0.23424439646287323,0.75,0.75,0.9331769481047889,0.12975004509864876,0.20540401028334834,0.39147325023853935,0.30682748504715385,0.6316796560960157,4.0,1.0,1.0,0.25
random,0.125,0.0,134,112,0.0,0.038500524719655774,0.09462776511727694,1.0,1.0,1.0,0.047029967378621626,0.22121315550999907,0.047029967378621626,0.22121315550999907,0.44684802928102535,4.0,0.0,0.0,0.0
random,0.125,0.0,135,112,0.0,0.015692546489820488,0.38161985842273055,0.25,0.25,0.7591765846062263,0.10139105217322975,0.007532311268592551,0.6514944638024168,0.43302907977208843,0.8686919415138936,4.0,3.0,3.0,0.75
random,0.125,0.0,136,112,0.0,0.02457318907986237,0.14359987996277968,0.75,0.75,0.983418660840355,0.040187705624059177,0.1389841137676664,0.3766115887256983,0.2774661022716788,0.5568690635003758,4.0,1.0,1.0,0.25
random,0.125,0.0,137,112,0.0,0.020420214439781287,0.0820547162876117,0.5,0.5,0.9736100492960933,0.043814269629860715,0.05854776932613838,0.5312342657543836,0.35596898832136115,0.7131353825856931,4.0,2.0,2.0,0.5
random,0.125,0.0,138,112,0.0,0.0370344432686852,0.2086347120149442,0.5,0.5,0.8943572647514484,0.06363497021731722,0.06856172177352621,0.5322355725778571,0.3568618147774783,0.7162408075766432,4.0,2.0,2.0,0.5
random,0.125,0.0,139,112,0.0,0.022096367424497037,0.3332272399235747,0.5,0.5,0.7726221753963872,0.13317193951994888,0.07043135919723156,0.5386254568229694,0.3570438182901151,0.7250416461796974,4.0,2.0,2.0,0.5
random,0.125,0.0,140,112,0.0,0.03567994352418469,0.2157161278844065,0.25,0.25,0.8681677709951032,0.014659776013955739,0.006598618612577489,0.6495604107842433,0.4330252711354137,0.8661056845981754,4.0,3.0,3.0,0.75
random,0.125,0.0,141,112,0.0,0.02248021805534104,0.04102694325912732,1.0,1.0,1.0,0.02038035753270406,0.05991709580848602,0.02038035753270406,0.05991709580848602,0.12287656177147513,4.0,0.0,0.0,0.0
random,0.125,0.0,142,112,0.0,0.10038380619246381,0.47124811168579867,0.5,0.5,0.7367971627616448,0.19727727115876678,0.06109511876861813,0.5483695477120559,0.3561829681058259,0.7362467594646004,4.0,2.0,2.0,0.5
random,0.125,0.0,143,112,0.0,0.014189940201602845,0.5161633316181133,0.5,0.5,0.6694244086513161,0.15397843060794958,0.023311768139115188,0.5413914282164464,0.3539374510657016,0.7226076813525819,4.0,2.0,2.0,0.5
random,0.125,0.0,144,112,0.0,0.04812345753931266,0.16739748353885933,0.75,0.75,0.9096248392233229,0.346864613373932,0.10033139978232995,0.48048027535819354,0.26466921305038726,0.6637915707219961,4.0,1.0,1.0,0.25
random,0.125,0.0,145,112,0.0,0.03115471683761341,0.43621995223008536,0.75,0.75,0.5304893239796907,0.18881578897917908,0.057702283233542095,0.40910090641047525,0.2549454159575593,0.55454834177151,4.0,1.0,1.0,0.25
random,0.125,0.0,146,112,0.0,0.058029162652081336,0.09577223563578521,1.0,1.0,1.0,0.13198676832421802,0.05831969679935225,0.13198676832421802,0.05831969679935225,0.21112683008992847,4.0,0.0,0.0,0.0
random,0.125,0.0,147,112,0.0,0.021202556399422225,0.16684278023786464,0.75,0.75,0.949319634222367,0.07366740893676721,0.23649507424784308,0.3803881772013855,0.32318329181382444,0.6519398821592021,4.0,1.0,1.0,0.25
random,0.125,0.0,148,112,0.0,0.05275149148220346,0.10456147265488792,1.0,1.0,1.0,0.09672579619733772,0.08583228222875426,0.09672579619733772,0.08583228222875426,0.2147123602025167,4.0,0.0,0.0,0.0
random,0.125,0.0,149,112,0.0,0.031355456792732016,0.1305571442951547,0.75,0.75,0.9425164554855626,0.03490033042642237,0.0942727027577565,0.37621606132368285,0.26299335897307224,0.5275282661061126,4.0,1.0,1.0,0.25
random,0.125,0.0,150,112,0.0,0.03057982949106354,0.13704160625571693,0.5,0.5,0.9009204409969617,0.07589011815521671,0.31934693283048443,0.5330381365501031,0.4195130888948746,0.7230157942948675,4.0,2.0,2.0,0.5
random,0.125,0.0,151,112,0.0,0.016738584909313098,0.07919203138817874,1.0,1.0,1.0,0.08935607460378248,0.08564520250630293,0.08935607460378248,0.08564520250630293,0.20865062631159584,4.0,0.0,0.0,0.0
random,0.125,0.0,152,112,0.0,0.017539633451152822,0.04150170670679762,1.0,1.0,1.0,0.11424582443241287,0.05931436499467547,0.11424582443241287,0.05931436499467547,0.19307129213319796,4.0,0.0,0.0,0.0
random,0.125,0.0,153,112,0.0,0.04806019620743438,0.11481730224155538,0.75,0.75,0.9957995787912063,0.11921382997591208,0.14655116309309194,0.3889523787601051,0.28037106226027236,0.5773915308423868,4.0,1.0,1.0,0.25
random,0.125,0.0,154,112,0.0,0.037432995805727266,0.20134290779400796,0.75,0.75,0.9232612351375841,0.12945647750569486,0.09177768984629765,0.39140035088913355,0.26233062776797983,0.5455407767999378,4.0,1.0,1.0,0.25
random,0.125,0.0,155,112,0.0,0.039725548612201934,0.1725243955885047,0.75,0.75,0.8836767089023204,0.2796485781919633,0.05489472010148848,0.44640508001543844,0.25448000456080155,0.6027531782839844,4.0,1.0,1.0,0.25
random,0.125,0.0,156,112,0.0,0.04553178553934948,0.10503529323426296,0.75,0.75,0.9846904458019762,0.1492257939325357,0.07667329795708441,0.39664373583998114,0.2586679260455611,0.5452774528854477,4.0,1.0,1.0,0.25
random,0.125,0.0,157,112,0.0,0.040813804316489496,0.18082575353247174,0.75,0.75,0.924519715954001,0.07889949995841569,0.15945596118733618,0.3811743017574323,0.28560401374741384,0.5784278567514844,4.0,1.0,1.0,0.25
random,0.125,0.0,158,112,0.0,0.06317638037507686,0.3416754015312041,0.75,0.75,0.7761031230328734,0.11114807539307986,0.10770494043414089,0.3871568428914686,0.2668337790562533,0.5488833410964603,4.0,1.0,1.0,0.25
random,0.125,0.0,159,112,0.0,0.06318642740359597,0.3524401062694358,0.5,0.5,0.604857888634359,0.09940240238048816,0.1467714207880664,0.5349676801447973,0.36847106396577983,0.557605041963551,4.0,2.0,2.0,0.5
random,0.125,0.0,160,112,0.0,0.024046093995559324,0.2812403030210095,0.75,0.75,0.819809803793076,0.07830064316918849,0.07178224780884446,0.38108167502588136,0.25761311753357546,0.523099156561879,4.0,1.0,1.0,0.25
random,0.125,0.0,161,112,0.0,0.020289230143067105,0.39154239690890497,0.75,0.75,0.7324680634878218,0.05604735826418266,0.13064194820880765,0.37812825836783903,0.2744093456386728,0.5526213571574752,4.0,1.0,1.0,0.25
random,0.125,0.0,162,112,0.0,0.0431575958681791,0.45969832313401415,0.5,0.5,0.6852618216389018,0.029484555770194237,0.06269120027453395,0.5307397380208899,0.35632161497154624,0.7131851926303914,4.0,2.0,2.0,0.5
random,0.125,0.0,163,112,0.0,0.04447071571022949,0.12655670449329498,1.0,1.0,1.0,0.10302178700597768,0.09022860079474077,0.10302178700597768,0.09022860079474077,0.22678894545272743,4.0,0.0,0.0,0.0
random,0.125,0.0,164,112,0.0,0.035724945852321596,0.1032672179739238,0.75,0.75,0.692961455382974,0.37642454377176293,0.09374621391249037,0.4968868863889798,0.2628521722702607,0.5352077213583137,4.0,1.0,1.0,0.25
random,0.125,0.0,165,112,0.0,0.030423795228361018,0.18415482629726548,0.25,0.25,0.4883155478168552,0.011489744714296979,0.046543640468149405,0.6495444584925654,0.43363761093453035,0.7444656034819274,4.0,3.0,3.0,0.75
random,0.125,0.0,166,112,0.0,0.0383156328656927,0.1899770474212268,1.0,1.0,1.0,0.1965462416157762,0.13108176829443982,0.1965462416157762,0.13108176829443982,0.3706831951865956,4.0,0.0,0.0,0.0
random,0.125,0.0,167,112,0.0,0.029173825898677,0.21356599933589787,0.5,0.5,0.6671688936412798,0.11101098143119834,0.20043250029631207,0.5361079359598764,0.3809023412733447,0.6121935047320828,4.0,2.0,2.0,0.5
random,0.125,0.0,168,112,0.0,0.062399922601113905,0.1452348410280893,1.0,1.0,1.0,0.1382611507248121,0.10728600952181015,0.1382611507248121,0.10728600952181015,0.2828876288493541,4.0,0.0,0.0,0.0
random,0.125,0.0,169,112,0.0,0.03618429849603299,0.12974251341387255,1.0,1.0,1.0,0.14944244510160196,0.16586150521102458,0.14944244510160196,0.16586150521102458,0.3869668534697236,4.0,0.0,0.0,0.0
random,0.125,0.0,170,112,0.0,0.025165369174448806,0.5488153376728712,0.5,0.5,0.6155009405175014,0.26106084926718554,0.0535919229243218,0.5615392982775579,0.35557846827579875,0.752545298142681,4.0,2.0,2.0,0.5
random,0.125,0.0,171,112,0.0,0.029799678989404513,0.1764652045231605,0.25,0.25,0.2957895836257828,0.330755855652237,0.169607669952355,0.6702423882537278,0.44123881337283416,0.7706173797269933,4.0,3.0,3.0,0.75
random,0.125,0.0,172,112,0.0,0.035569899233138705,0.23536836070252226,0.5,0.5,0.8826689189048812,0.08937076740934316,0.08090566583892407,0.5340819853109328,0.3581520115571317,0.7212427665191515,4.0,2.0,2.0,0.5
random,0.125,0.0,173,112,0.0,0.026751660923140932,0.28838827917088444,0.5,0.5,0.836818845792602,0.09258139879752686,0.06302796263729633,0.5343553664946702,0.35635131827608585,0.7180278512520099,4.0,2.0,2.0,0.5
random,0.125,0.0,174,112,0.0,0.020581648054518467,0.10650646928745444,0.75,0.75,0.9695013100529905,0.03389519476089426,0.06382872847025625,0.3761471296858574,0.2560382392018764,0.513570019930643,4.0,1.0,1.0,0.25
random,0.125,0.0,175,112,0.0,0.015118197798091303,0.1636916162569574,0.75,0.75,0.9285399802535359,0.09834953039462793,0.07168553976165845,0.38455100129453945,0.25759292004670903,0.5275540635845324,4.0,1.0,1.0,0.25
random,0.125,0.0,176,112,0.0,0.06477874799369508,0.1394547821420537,1.0,1.0,1.0,0.07769234357092267,0.23175973655862397,0.07769234357092267,0.23175973655862397,0.47495383654305434,4.0,0.0,0.0,0.0
random,0.125,0.0,177,112,0.0,0.02848538689799721,0.19046633852649578,0.75,0.75,0.8817446801204469,0.08044460643152558,0.09606711263407393,0.38141644042692013,0.2634799187744407,0.5350842145507947,4.0,1.0,1.0,0.25
random,0.125,0.0,178,112,0.0,0.035335859986469965,0.2676179174240758,0.75,0.75,0.914212145430554,0.16537972059657408,0.08761463480496916,0.4014197790199814,0.2612608718771452,0.5563238643172027,4.0,1.0,1.0,0.25
random,0.125,0.0,179,112,0.0,0.020475833218433697,0.12506046000028637,0.75,0.75,0.9095071189484866,0.08383771062311547,0.05720546812689484,0.3819640968623804,0.25486143134596273,0.5188343464416671,4.0,1.0,1.0,0.25
random,0.125,0.0,180,112,0.0,0.05486529799105843,0.22582363409730427,0.5,0.5,0.8432764063745255,0.12018371532677859,0.07415042576445893,0.53709595298687,0.3574201208949005,0.7237650128918375,4.0,2.0,2.0,0.5
random,0.125,0.0,181,112,0.0,0.06009655720932427,0.447461718229143,0.5,0.5,0.6158917255397028,0.10212409464894723,0.036497209025073626,0.5352239394439804,0.35449403821969977,0.7154960577934798,4.0,2.0,2.0,0.5
random,0.125,0.0,182,112,0.0,0.03511311830766838,0.14345689857365856,0.75,0.75,0.988446439054389,0.24788375110464395,0.029148424421336264,0.4320992542764704,0.25127121399930546,0.5783401801889767,4.0,1.0,1.0,0.25
random,0.125,0.0,183,112,0.0,0.01110594371721648,0.3583982164059824,0.5,0.5,0.5415930943628137,0.39116378599734863,0.2777956074304711,0.5981258678053389,0.40445667228249826,0.7190254157840563,4.0,2.0,2.0,0.5
random,0.125,0.0,184,112,0.0,0.03649442330451432,0.169329993683564,1.0,1.0,1.0,0.19747806418731578,0.09019412048910294,0.19747806418731578,0.09019412048910294,0.3191691698268445,4.0,0.0,0.0,0.0
random,0.125,0.0,185,112,0.0,0.02029469565999442,0.2136723444167442,0.75,0.75,0.8725665249361936,0.11959909537351651,0.03371449696048108,0.3890410745803361,0.2516992262184644,0.5219980141099959,4.0,1.0,1.0,0.25
random,0.125,0.0,186,112,0.0,0.020151242972627787,0.1442501853076864,0.75,0.75,0.947127826406176,0.07983575124337097,0.08962518958141608,0.3813204825110304,0.2617718586013947,0.5315979245551149,4.0,1.0,1.0,0.25
random,0.125,0.0,187,112,0.0,0.05151956252050299,0.532713615481233,0.5,0.5,0.49245489665530134,0.2662078235370939,0.029749138854281116,0.5627462151415843,0.3541786351988014,0.7515068599690695,4.0,2.0,2.0,0.5
random,0.125,0.0,188,112,0.0,0.06990506324436892,0.3419404727587346,0.5,0.5,0.8298802423236132,0.08659393567986293,0.08181015518202102,0.5338532147025661,0.3582547288528836,0.7211457168522062,4.0,2.0,2.0,0.5
random,0.125,0.0,189,112,0.0,0.0834049179021262,0.38438334539701186,0.25,0.25,0.8054163606186968,0.02621586131985687,0.004951974487153343,0.6496513048137327,0.4330197807408229,0.866215894566762,4.0,3.0,3.0,0.75
random,0.125,0.0,190,112,0.0,0.04006167105417498,0.5975815199414525,0.25,0.25,0.1726855921524557,0.4143798901907845,0.20297196837840126,0.6817643825755579,0.444746450224002,0.7883582258342723,4.0,3.0,3.0,0.75
random,0.125,0.0,191,112,0.0,0.06430519439738788,0.20330592043038317,0.75,0.75,0.9559511705159387,0.17077702051862614,0.08995603819554045,0.40311114230806677,0.26185695829188527,0.5596093763270396,4.0,1.0,1.0,0.25
random,0.125,0.0,192,112,0.0,0.04725866147808319,0.24256086976599547,0.75,0.75,0.895201185277942,0.25076532869470486,0.08421221587129252,0.4333444790885451,0.2604203774217081,0.5959189754821348,4.0,1.0,1.0,0.25
random,0.125,0.0,193,112,0.0,0.03002514199885445,0.13242789451655734,0.75,0.75,0.9694542931239946,0.11489690616339074,0.08384070976025951,0.3879767702897163,0.2603304601075872,0.5372983583638958,4.0,1.0,1.0,0.25
random,0.125,0.0,194,112,0.0,0.05010724712238529,0.1540890206397433,1.0,1.0,1.0,0.1365882256590072,0.12384790109387293,0.1365882256590072,0.12384790109387293,0.30744112137515095,4.0,0.0,0.0,0.0
random,0.125,0.0,195,112,0.0,0.03382957051356605,0.3755680318667493,0.5,0.5,0.7771571853816924,0.10281280484156731,0.09530692858483229,0.5352898620557791,0.35991902605744136,0.7263351823571431,4.0,2.0,2.0,0.5
random,0.125,0.0,196,112,0.0,0.030847000545855183,0.3203348332730901,0.5,0.5,0.788283415388571,0.04536870387002717,0.021686081147287824,0.5312995008894918,0.3538857768514629,0.7090628952204963,4.0,2.0,2.0,0.5
random,0.125,0.0,197,112,0.0,0.026515796465976266,0.06442270277066246,0.75,0.75,0.997639705466475,0.08359034791985348,0.036922328487951,0.3819234343412585,0.25203659209672136,0.5132311727770109,4.0,1.0,1.0,0.25
random,0.125,0.0,198,112,0.0,0.03790439871355394,0.25535096310543004,0.75,0.75,0.941491059447267,0.07490195079627117,0.14248806136569883,0.3805689512753442,0.2787958674798039,0.5642596440227803,4.0,1.0,1.0,0.25
random,0.125,0.0,199,112,0.0,0.031180196671543564,0.04986402449827935,0.75,0.75,0.9999932412406936,0.12376864776171667,0.02649084124821146,0.39001795936414635,0.2510504401560142,0.5220442493075969,4.0,1.0,1.0,0.25
random,0.125,10.0,0,112,0.0,0.002931429845598835,0.06141648947909614,1.0,1.0,1.0,0.1267985231599394,0.03319435573813768,0.1267985231599394,0.03319435573813768,0.18163241166707766,4.0,0.0,0.0,0.0
random,0.125,10.0,1,112,0.0,0.0028621590063040445,0.09082133371138966,0.75,0.75,0.9872296518113545,0.3273695987004185,0.05434056034677901,0.4701097112536124,0.2543907867319519,0.6338400127009735,4.0,1.0,1.0,0.25
random,0.125,10.0,2,112,0.0,0.0032979330700165107,0.02621898425896606,0.75,0.75,0.966620424767224,0.08725390114913485,0.034661728904057,0.3825374915603793,0.2517957040697155,0.5135711220199649,4.0,1.0,1.0,0.25
random,0.125,10.0,3,112,0.0,0.00474910251950408,0.08275297686335036,0.75,0.75,0.9322160055598248,0.055139815045080864,0.05360696180632293,0.37802817276283035,0.2542740249525665,0.5125182773975852,4.0,1.0,1.0,0.25
random,0.125,10.0,4,112,0.0,0.002278001698626308,0.35607282537251916,0.5,0.5,0.6279601785080327,0.2364405388224053,0.07667512009211667,0.5560594070774405,0.35768636683632526,0.7493001445741488,4.0,2.0,2.0,0.5
random,0.125,10.0,5,112,0.0,0.006949789926515065,0.09289670081406284,0.5,0.5,0.9620980313988499,0.0902246441941724,0.0820328934519689,0.5341537636392563,0.35828019454618343,0.721591836944586,4.0,2.0,2.0,0.5
random,0.125,10.0,6,112,0.0,0.0038004196754772472,0.30120748712890516,0.75,0.75,0.7358204389310404,0.05655186875599903,0.06159072987437774,0.37818459169411806,0.25562680513757535,0.515407029281166,4.0,1.0,1.0,0.25
random,0.125,10.0,7,112,0.0,0.0012180549849061337,0.01884881979021186,1.0,1.0,1.0,0.02800372208562215,0.06700476676590476,0.02800372208562215,0.06700476676590476,0.13911399438633806,4.0,0.0,0.0,0.0
random,0.125,10.0,8,112,0.0,0.003273921036121691,0.03804848105562538,0.75,0.75,0.9875172764205208,0.09974149643843971,0.03567129209761329,0.3848197949480178,0.2519014307421356,0.5167995853217945,4.0,1.0,1.0,0.25
random,0.125,10.0,9,112,0.0,0.004099189676341878,0.2367331015259465,0.75,0.75,0.8257568181069335,0.10240133880430453,0.12857670613743932,0.3853433866588156,0.2736767747194947,0.5599797201703043,4.0,1.0,1.0,0.25
random,0.125,10.0,10,112,0.0,0.003099436716036641,0.11293573530195088,0.25,0.25,0.12126166556018197,0.014366992206351625,0.030430659051767783,0.6495587753362003,0.4332799398224908,0.708866635928964,4.0,3.0,3.0,0.75
random,0.125,10.0,11,112,0.0,0.003997892334417998,0.05365324722872619,0.75,0.75,0.9681174231898676,0.037624526107066195,0.07414077634465731,0.3764129430872243,0.25811362040338237,0.5180521570627233,4.0,1.0,1.0,0.25
random,0.125,10.0,12,112,0.0,0.007745052320546826,0.11689364020349567,0.75,0.75,0.9312289583778687,0.22328501757577462,0.09543338055912717,0.4219207855810857,0.26330713547814727,0.5863424958786871,4.0,1.0,1.0,0.25
random,0.125,10.0,13,112,0.0,0.0018038610601007253,0.13962686382523848,0.5,0.5,0.6470262119638642,0.11139326190499593,0.04695587190306317,0.5361475817337215,0.35510903530195964,0.5243251138806518,4.0,2.0,2.0,0.5
random,0.125,10.0,14,112,0.0,0.002253514559248349,0.03855302788115051,0.75,0.75,0.9778422311829147,0.03552702125119612,0.1250498649690023,0.37626005226337433,0.2724483465660496,0.5464387417679506,4.0,1.0,1.0,0.25
random,0.125,10.0,15,112,0.0,0.006802889966620059,0.032786505165662755,0.5,0.5,0.8253493333257921,0.0427750082992483,0.06274471247032327,0.5311919150999009,0.35632632441554435,0.512783123205344,4.0,2.0,2.0,0.5
random,0.125,10.0,16,112,0.0,0.006684676707812562,0.05370324553305906,1.0,1.0,1.0,0.11730903690475572,0.08423344633126191,0.11730903690475572,0.08423344633126191,0.22988219387393405,4.0,0.0,0.0,0.0
random,0.125,10.0,17,112,0.0,0.0026689020801319574,0.03977087669529135,1.0,1.0,1.0,0.09147898978555342,0.11565084728026656,0.09147898978555342,0.11565084728026656,0.2614911841118874,4.0,0.0,0.0,0.0
random,0.125,10.0,18,112,0.0,0.005139459080679298,0.06044133670546712,0.75,0.75,0.9756822984029727,0.06710898587776087,0.15503307797419832,0.3794768925628491,0.2837718122887039,0.5728093811317312,4.0,1.0,1.0,0.25
random,0.125,10.0,19,112,0.0,0.002472913508092782,0.03287530749297865,1.0,1.0,1.0,0.16372143109336698,0.17023150282010277,0.16372143109336698,0.17023150282010277,0.40443524902348893,4.0,0.0,0.0,0.0
random,0.125,10.0,20,112,0.0,0.0039680741225039074,0.027817743647527416,1.0,1.0,1.0,0.07863007572124621,0.08856623282390652,0.07863007572124621,0.08856623282390652,0.2058333237260798,4.0,0.0,0.0,0.0
random,0.125,10.0,21,112,0.0,0.0030008452363015662,0.29599217929857036,0.5,0.5,0.7232827069280078,0.063061434362821,0.07635409353272861,0.5322014395432881,0.3576520289325958,0.7177707009915303,4.0,2.0,2.0,0.5
random,0.125,10.0,22,112,0.0,0.012011455219277095,0.1335574523994927,0.5,0.5,0.8981722649607473,0.05652138232472631,0.05444734488715376,0.5318339339774671,0.3556434403762149,0.7132802607868862,4.0,2.0,2.0,0.5
random,0.125,10.0,23,112,0.0,0.0020990122622106065,0.04710508623935274,0.75,0.75,0.967834719883049,0.03407543119330017,0.0808306550197868,0.37615934290969966,0.2596154773760529,0.5207196600738851,4.0,1.0,1.0,0.25
random,0.125,10.0,24,112,0.0,0.0020084566898274244,0.07798521613179761,1.0,1.0,1.0,0.19475969184113676,0.16400731922757483,0.19475969184113676,0.16400731922757483,0.41836239320376467,4.0,0.0,0.0,0.0
random,0.125,10.0,25,112,0.0,0.0018454581721669432,0.22654163322164916,0.5,0.5,0.8031745503085189,0.024635279600630326,0.046881735034149705,0.5306161027527346,0.35510413759896703,0.7105879665182309,4.0,2.0,2.0,0.5
random,0.125,10.0,26,112,0.0,0.0015678756215001513,0.0376953501644736,1.0,1.0,1.0,0.06925985705036337,0.051487009039995625,0.06925985705036337,0.051487009039995625,0.1383167381106107,4.0,0.0,0.0,0.0
random,0.125,10.0,27,112,0.0,0.0029885708301173024,0.06574619009524446,1.0,1.0,1.0,0.14226743532413644,0.11009679559979856,0.14226743532413644,0.11009679559979856,0.2906328972944113,4.0,0.0,0.0,0.0
random,0.125,10.0,28,112,0.0,0.002604830416614016,0.1033220014698621,0.5,0.5,0.9334635395581226,0.04504707881330592,0.13276600157338958,0.5312858172912261,0.3658051470207775,0.7328419956735431,4.0,2.0,2.0,0.5
random,0.125,10.0,29,112,0.0,0.0022932451313753275,0.12721390161098872,0.75,0.75,0.9042747912260507,0.07914835625050302,0.09317644555104602,0.3812129939061199,0.26270018558072106,0.5332899459138432,4.0,1.0,1.0,0.25
random,0.125,10.0,30,112,0.0,0.0018224976950814416,0.16178826449257572,1.0,1.0,1.0,0.23252794452215755,0.2080980321623349,0.23252794452215755,0.2080980321623349,0.5189819516636286,4.0,0.0,0.0,0.0
random,0.125,10.0,31,112,0.0,0.004689336601665054,0.46289387817204447,0.5,0.5,0.5910382012982852,0.13423949141274286,0.05177305361869367,0.5387579424262587,0.3554437009436263,0.7220657104520866,4.0,2.0,2.0,0.5
random,0.125,10.0,32,112,0.0,0.004802984699498836,0.05163960815859245,0.5,0.5,0.9535690988271358,0.0038348544957676977,0.027577853895967484,0.5303370183708674,0.35409076380605253,0.708190756892454,4.0,2.0,2.0,0.5
random,0.125,10.0,33,112,0.0,0.000926052987888863,0.08053226951191865,0.75,0.75,0.9502423962997566,0.06381864063051784,0.10105462667934058,0.3790509387522281,0.2648754956200661,0.5348518840848734,4.0,1.0,1.0,0.25
random,0.125,10.0,34,112,0.0,0.00333226718420223,0.0856854798080049,0.5,0.5,0.3561069082239052,0.2089797888155196,0.03724772896372261,0.5505327202507491,0.35453306849499594,0.7153363531501045,4.0,2.0,2.0,0.5
random,0.125,10.0,35,112,0.0,0.005085643260349475,0.08680976111925283,0.5,0.5,0.944025443917248,0.07306661667355963,0.032923789902034706,0.5328408441890133,0.3543190482753597,0.7119785741723325,4.0,2.0,2.0,0.5
random,0.125,10.0,36,112,0.0,0.002318466207369744,0.11970070373600443,1.0,1.0,1.0,0.20891357724350926,0.13687982977632263,0.20891357724350926,0.13687982977632263,0.390557619151031,4.0,0.0,0.0,0.0
