pilot_pattern,pilot_density,snr_db,trials,num_pilots,path_recall_mean,path_recall_std,path_recall_se,path_recall_ci95_lower,path_recall_ci95_upper,path_recall_n_eff,path_precision_mean,path_precision_std,path_precision_se,path_precision_ci95_lower,path_precision_ci95_upper,path_precision_n_eff,power_recovery_mean,power_recovery_std,power_recovery_se,power_recovery_ci95_lower,power_recovery_ci95_upper,power_recovery_n_eff,delay_rmse_bins_mean,delay_rmse_bins_std,delay_rmse_bins_se,delay_rmse_bins_ci95_lower,delay_rmse_bins_ci95_upper,delay_rmse_bins_n_eff,doppler_rmse_bins_mean,doppler_rmse_bins_std,doppler_rmse_bins_se,doppler_rmse_bins_ci95_lower,doppler_rmse_bins_ci95_upper,doppler_rmse_bins_n_eff,penalized_delay_rmse_bins_mean,penalized_delay_rmse_bins_std,penalized_delay_rmse_bins_se,penalized_delay_rmse_bins_ci95_lower,penalized_delay_rmse_bins_ci95_upper,penalized_delay_rmse_bins_n_eff,penalized_doppler_rmse_bins_mean,penalized_doppler_rmse_bins_std,penalized_doppler_rmse_bins_se,penalized_doppler_rmse_bins_ci95_lower,penalized_doppler_rmse_bins_ci95_upper,penalized_doppler_rmse_bins_n_eff,ospa_distance_mean,ospa_distance_std,ospa_distance_se,ospa_distance_ci95_lower,ospa_distance_ci95_upper,ospa_distance_n_eff,num_estimated_mean,num_estimated_std,num_estimated_se,num_estimated_ci95_lower,num_estimated_ci95_upper,num_estimated_n_eff,num_missed_mean,num_missed_std,num_missed_se,num_missed_ci95_lower,num_missed_ci95_upper,num_missed_n_eff,num_false_alarms_mean,num_false_alarms_std,num_false_alarms_se,num_false_alarms_ci95_lower,num_false_alarms_ci95_upper,num_false_alarms_n_eff,false_alarm_rate_mean,false_alarm_rate_std,false_alarm_rate_se,false_alarm_rate_ci95_lower,false_alarm_rate_ci95_upper,false_alarm_rate_n_eff,nmse_oracle_perfect_mean,nmse_oracle_perfect_std,nmse_oracle_perfect_se,nmse_oracle_perfect_ci95_lower,nmse_oracle_perfect_ci95_upper,nmse_oracle_perfect_n_eff,nmse_oracle_support_ls_mean,nmse_oracle_support_ls_std,nmse_oracle_support_ls_se,nmse_oracle_support_ls_ci95_lower,nmse_oracle_support_ls_ci95_upper,nmse_oracle_support_ls_n_eff,nmse_estimated_support_ls_mean,nmse_estimated_support_ls_std,nmse_estimated_support_ls_se,nmse_estimated_support_ls_ci95_lower,nmse_estimated_support_ls_ci95_upper,nmse_estimated_support_ls_n_eff
comb,0.125,15.0,1000,110.0,0.582,0.16898092955879535,0.005343646185382651,0.57152645347665,0.5924735465233499,1000.0,0.582,0.16898092955879535,0.005343646185382651,0.57152645347665,0.5924735465233499,1000.0,0.8172605845429022,0.1767575379271186,0.005589564134532922,0.8063050388392177,0.8282161302465867,1000.0,0.15027954805936056,0.07525220026059845,0.0023832610944658156,0.14560835631420757,0.15495073980451354,997.0,0.08105983513382166,0.048242644920850834,0.0015278598942733202,0.07806522974104595,0.08405444052659737,997.0,0.4920412983036695,0.0983005412412277,0.003108536055495948,0.4859485676348974,0.4981340289724416,1000.0,0.3242407321325976,0.06837419643948746,0.0021621819393255553,0.32000285553151947,0.3284786087336757,1000.0,0.6522720805710155,0.1103389393753413,0.0034892236303331495,0.6454332022555626,0.6591109588864684,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.672,0.6759237182351814,0.021374584741530603,1.6301058139066,1.7138941860933998,1000.0,1.672,0.6759237182351814,0.021374584741530603,1.6301058139066,1.7138941860933998,1000.0,0.418,0.16898092955879535,0.005343646185382651,0.40752645347665,0.42847354652334996,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.001193898979544386,0.0006042021617434604,1.9106549983067866e-05,0.001156450141577573,0.001231347817511199,1000.0,0.7498446205861748,1.1973474758365947,0.03786345174297062,0.6756322551699524,0.8240569860023973,1000.0
comb,0.125,20.0,1000,110.0,0.5925,0.1679939640938685,0.005312435596971692,0.5820876262299355,0.6029123737700646,1000.0,0.5925,0.1679939640938685,0.005312435596971692,0.5820876262299355,0.6029123737700646,1000.0,0.8260264450591829,0.17077815887197795,0.005400479566455422,0.8154415051089302,0.8366113850094355,1000.0,0.15634247397833173,0.07345079519631477,0.002323880318498714,0.15178766855407425,0.16089727940258922,999.0,0.0821846401134365,0.04853581664440985,0.001535605281613961,0.07917485376147314,0.08519442646539986,999.0,0.4880581857233759,0.09723554924886949,0.0030748580516390222,0.4820314639421634,0.4940849075045884,1000.0,0.32029623019574477,0.0692930664492426,0.002191239160370029,0.3160014014414195,0.32459105895007,1000.0,0.648778433039287,0.11005680400221676,0.0034803017264573998,0.6419570416554304,0.6555998244231435,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.63,0.671975856375474,0.021249742387886766,1.5883505049197417,1.671649495080258,1000.0,1.63,0.671975856375474,0.021249742387886766,1.5883505049197417,1.671649495080258,1000.0,0.4075,0.1679939640938685,0.005312435596971692,0.39708762622993543,0.4179123737700645,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.00037131149883440616,0.00018952952075854395,5.9934496943716265e-06,0.0003595643374334378,0.00038305866023537454,1000.0,0.6991719663680858,1.05345885428138,0.033313294008005846,0.6338779101123944,0.7644660226237772,1000.0
comb,0.25,-5.0,1000,224.0,0.69575,0.2148618232797607,0.0067945274378063344,0.6824327262218995,0.7090672737781004,1000.0,0.69575,0.2148618232797607,0.0067945274378063344,0.6824327262218995,0.7090672737781004,1000.0,0.8680390039632876,0.20133446067825428,0.0063667546722489254,0.8555601648056796,0.8805178431208955,1000.0,0.17665576726850923,0.08000081608784784,0.002537471803516941,0.17168232253361604,0.18162921200340243,994.0,0.12259224724167164,0.06301878674873412,0.0019988345405272685,0.1186745315422382,0.1265099629411051,994.0,0.4203420436700169,0.14399851188580018,0.0045536327723395675,0.4114169234362313,0.42926716390380243,1000.0,0.2832107642807187,0.09598634287441586,0.003035354677530276,0.27726146911275934,0.289160059448678,1000.0,0.5867864779213274,0.14051815984585256,0.00444357437728509,0.5780770721418487,0.5954958837008062,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.217,0.8594472931190428,0.027178109751225338,1.1637309048875983,1.2702690951124018,1000.0,1.217,0.8594472931190428,0.027178109751225338,1.1637309048875983,1.2702690951124018,1000.0,0.30425,0.2148618232797607,0.0067945274378063344,0.2909327262218996,0.31756727377810046,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.05589762951467772,0.026620967388334915,0.0008418289046420247,0.054247644861579354,0.05754761416777609,1000.0,0.27058241104523256,0.09652078623581263,0.003052255260553979,0.26459999073454676,0.27656483135591836,1000.0
comb,0.25,0.0,1000,224.0,0.74025,0.20978905822027266,0.006634112521577318,0.7272471394577085,0.7532528605422915,1000.0,0.74025,0.20978905822027266,0.006634112521577318,0.7272471394577085,0.7532528605422915,1000.0,0.8836999316985713,0.20115993337851484,0.00636123563443837,0.8712319098550722,0.8961679535420705,1000.0,0.16319918319509039,0.07072294404709886,0.002242068054384508,0.15880472980849675,0.16759363658168402,995.0,0.09778589928060584,0.04986012344306074,0.0015806721774040788,0.09468778181289385,0.10088401674831783,995.0,0.3811410418201294,0.1543813690504737,0.0048819675449452305,0.37157238543203674,0.3907096982082221,1000.0,0.2502669166245041,0.106463072553371,0.003366657959684104,0.2436682670235233,0.25686556622548495,1000.0,0.5191920081902861,0.15109456822251793,0.004778029776628556,0.5098270698280941,0.5285569465524781,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.039,0.8391562328810906,0.026536450086309272,0.9869885578308337,1.0910114421691661,1000.0,1.039,0.8391562328810906,0.026536450086309272,0.9869885578308337,1.0910114421691661,1000.0,0.25975,0.20978905822027266,0.006634112521577318,0.24674713945770843,0.27275286054229153,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.01794839772480239,0.008709143338338223,0.00027540729418031225,0.01740859942820898,0.0184881960213958,1000.0,0.14553403317203087,0.055996690382926616,0.0017707708304129438,0.1420633223444215,0.14900474399964023,1000.0
comb,0.25,5.0,1000,224.0,0.77025,0.2038847873346771,0.006447403082366304,0.757613089958562,0.782886910041438,1000.0,0.77025,0.2038847873346771,0.006447403082366304,0.757613089958562,0.782886910041438,1000.0,0.9059194140730218,0.1806550595479752,0.005712814590049502,0.8947222974765248,0.9171165306695188,1000.0,0.15633153679967027,0.06151596529058478,0.001946279010733058,0.15251682993863347,0.16014624366070707,999.0,0.08745214092234155,0.04559970081887521,0.0014427106878719062,0.08462442797411261,0.09027985387057048,999.0,0.3554059286254234,0.15747510158732028,0.00497979995782329,0.3456455207080898,0.36516633654275704,1000.0,0.22824132926846533,0.11318667727319515,0.0035792770096971303,0.22122594632945894,0.2352567122074717,1000.0,0.4849676740815692,0.16319420188602196,0.005160653788931756,0.474852792655263,0.49508255550787544,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,0.919,0.8155391493387084,0.025789612329465215,0.8684523598342482,0.9695476401657519,1000.0,0.919,0.8155391493387084,0.025789612329465215,0.8684523598342482,0.9695476401657519,1000.0,0.22975,0.2038847873346771,0.006447403082366304,0.21711308995856204,0.24238691004143798,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.005369342959175699,0.0026875643559111017,8.498824722962496e-05,0.005202765994605634,0.005535919923745764,1000.0,0.11727114577119799,0.04963397961994659,0.0015695642493740972,0.11419479984242475,0.12034749169997122,1000.0
comb,0.25,10.0,1000,224.0,0.76175,0.20788856427219646,0.006574013626024452,0.7488649332929921,0.774635066707008,1000.0,0.76175,0.20788856427219646,0.006574013626024452,0.7488649332929921,0.774635066707008,1000.0,0.8992271702655584,0.18731998260141852,0.005923577962835953,0.8876169574584,0.9108373830727169,1000.0,0.15686412994735774,0.060574082745701155,0.0019174390852839628,0.15310594934020116,0.1606223105545143,998.0,0.0864548528036665,0.047057690337403695,0.0014895851596288647,0.08353526589079392,0.08937443971653906,998.0,0.36190765055775265,0.15736634035839497,0.00497636062577806,0.35215398373122764,0.37166131738427766,1000.0,0.23217552922660992,0.11424082392265972,0.003612612053698562,0.22509480960136075,0.2392562488518591,1000.0,0.4902989976512139,0.16425530963519225,0.005194208962234084,0.48011834808523507,0.5004796472171926,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,0.953,0.8315542570887858,0.026296054504097808,0.9014597331719683,1.0045402668280317,1000.0,0.953,0.8315542570887858,0.026296054504097808,0.9014597331719683,1.0045402668280317,1000.0,0.23825,0.20788856427219646,0.006574013626024452,0.22536493329299206,0.2511350667070079,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.001818978734771572,0.000917923089517365,2.902727679733503e-05,0.0017620852722487954,0.0018758721972943488,1000.0,0.11290183009143447,0.04778579711956576,0.001511119587045413,0.10994003570082546,0.11586362448204347,1000.0
comb,0.25,15.0,1000,224.0,0.75325,0.19991724388957643,0.00632193834234441,0.7408590008490049,0.765640999150995,1000.0,0.75325,0.19991724388957643,0.00632193834234441,0.7408590008490049,0.765640999150995,1000.0,0.8890686645908509,0.2004345563175522,0.006338297197687562,0.8766456020833833,0.9014917270983185,1000.0,0.1534114472760288,0.059000765566732505,0.0018657680288450996,0.1497545419394924,0.1570683526125652,1000.0,0.08246270062924457,0.041269533518727905,0.001305057238918434,0.07990478844096444,0.08502061281752471,1000.0,0.3682840071125807,0.15388020590254908,0.004866119374677414,0.358746413138213,0.3778216010869484,1000.0,0.23671187123467605,0.11017914592813854,0.0034841705178498437,0.22988289701969036,0.24354084544966173,1000.0,0.4925243533357417,0.15800563944514573,0.00499657703798004,0.4827310623413008,0.5023176443301826,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,0.987,0.7996689755583057,0.02528775336937764,0.9374360033960198,1.0365639966039801,1000.0,0.987,0.7996689755583057,0.02528775336937764,0.9374360033960198,1.0365639966039801,1000.0,0.24675,0.19991724388957643,0.00632193834234441,0.23435900084900496,0.25914099915099503,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0005391656107372749,0.00026546744387540906,8.39481767269209e-06,0.0005227117680987984,0.0005556194533757514,1000.0,0.11013447751466089,0.04446245529980949,0.001406026291108227,0.10737866598408877,0.11289028904523302,1000.0
comb,0.25,20.0,1000,224.0,0.755,0.20831080959324555,0.006587366195483093,0.7420887622568532,0.7679112377431468,1000.0,0.755,0.20831080959324555,0.006587366195483093,0.7420887622568532,0.7679112377431468,1000.0,0.891376595769676,0.1999502903118969,0.006322983361974935,0.8789835483802051,0.9037696431591469,1000.0,0.15325832446899748,0.06074845932917776,0.0019258556307316674,0.1494836474327634,0.15703300150523156,995.0,0.07883384804696918,0.03843794512522025,0.0012185647812405552,0.07644546107573769,0.08122223501820067,995.0,0.3650022605940638,0.15874839673514135,0.005020065085830844,0.35516293302583535,0.3748415881622923,1000.0,0.23259841437387246,0.11426554640481325,0.0036133938472287424,0.22551616243330413,0.2396806663144408,1000.0,0.4844185411665809,0.16295670115386698,0.005153143356336084,0.4743183801881622,0.4945187021449996,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,0.98,0.8332432383729822,0.026349464781932373,0.9283550490274125,1.0316449509725873,1000.0,0.98,0.8332432383729822,0.026349464781932373,0.9283550490274125,1.0316449509725873,1000.0,0.245,0.20831080959324555,0.006587366195483093,0.23208876225685313,0.25791123774314684,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.00017681896214281827,8.767181545148612e-05,2.772426234286395e-06,0.00017138500672361694,0.0001822529175620196,1000.0,0.10870101404682574,0.04767932665229877,0.0015077526952443521,0.1057458187641468,0.11165620932950467,1000.0
random,0.0625,-5.0,1000,56.0,0.39625,0.19928158633112755,0.0063018370853784094,0.3838983993126583,0.4086016006873417,1000.0,0.39625,0.19928158633112755,0.0063018370853784094,0.3838983993126583,0.4086016006873417,1000.0,0.6101011587160572,0.2742536350635802,0.00867266143381531,0.5931027423057792,0.6270995751263352,1000.0,0.21000534422684325,0.1275727982582326,0.004178785946995951,0.20181492377073118,0.21819576468295532,932.0,0.16422944236577153,0.09696177978243542,0.003176088698237909,0.15800430851722522,0.17045457621431784,932.0,0.5965884810609847,0.08953641332754327,0.0028313899963729244,0.5910389566680938,0.6021380054538756,1000.0,0.40320431767367726,0.05691877137661998,0.0017999295916851675,0.3996764556739743,0.4067321796733802,1000.0,0.8160055419367276,0.09196276662700222,0.002908118024718473,0.8103056306082794,0.8217054532651757,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,2.415,0.7971263453245102,0.025207348341513638,2.3655935972506335,2.4644064027493666,1000.0,2.415,0.7971263453245102,0.025207348341513638,2.3655935972506335,2.4644064027493666,1000.0,0.60375,0.19928158633112755,0.0063018370853784094,0.5913983993126584,0.6161016006873417,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.2331401510713993,0.12210738435350069,0.0038613745368266915,0.22557185697921897,0.24070844516357962,1000.0,1.1043009407209445,0.34934763677161373,0.011047342273954916,1.0826481498639928,1.1259537315778962,1000.0
random,0.0625,0.0,1000,56.0,0.56525,0.20487046983254906,0.006478573099796698,0.5525519967243985,0.5779480032756016,1000.0,0.56525,0.20487046983254906,0.006478573099796698,0.5525519967243985,0.5779480032756016,1000.0,0.7793721665581371,0.213432592438946,0.006749331190215015,0.7661434774253157,0.7926008556909585,1000.0,0.19209813071837922,0.09824808060338368,0.003128856296862935,0.18596557237652786,0.19823068906023059,986.0,0.1386694733226321,0.076345592032179,0.0024313389625586755,0.1339040489560171,0.1434348976892471,986.0,0.5092804537248045,0.11134963393984051,0.0035211845987588443,0.5023789319112372,0.5161819755383718,1000.0,0.3438235748075714,0.07218886017229847,0.0022828121983587833,0.3393492628987882,0.34829788671635464,1000.0,0.6976357080106296,0.11234744849110542,0.003552738265403404,0.690672341010439,0.7045990750108202,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.739,0.8194818793301963,0.025914292399186797,1.6882079868975939,1.7897920131024063,1000.0,1.739,0.8194818793301963,0.025914292399186797,1.6882079868975939,1.7897920131024063,1000.0,0.43475,0.20487046983254908,0.006478573099796699,0.42205199672439847,0.4474480032756016,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.07627189845519149,0.04034195041686438,0.0012757244857087065,0.07377147846320242,0.07877231844718055,1000.0,0.44134925395938623,0.16624565406827452,0.00525714917960185,0.4310452415673666,0.45165326635140585,1000.0
random,0.0625,5.0,1000,56.0,0.629,0.2275649045564491,0.007196234139172085,0.6148953810872227,0.6431046189127773,1000.0,0.629,0.2275649045564491,0.007196234139172085,0.6148953810872227,0.6431046189127773,1000.0,0.8278755636644265,0.21565293775195063,0.006819544674026756,0.814509256103334,0.841241871225519,1000.0,0.17774548871427676,0.08204877384194287,0.0026142913141217984,0.17262147773859804,0.18286949968995547,985.0,0.12530992644949007,0.06687145169343639,0.002130701619766296,0.12113375127474812,0.12948610162423202,985.0,0.46325170492211865,0.13740354551349107,0.00434508162405242,0.4547353449389759,0.4717680649052614,1000.0,0.31290731261109195,0.0895539713229829,0.0028319452289402853,0.307356699962369,0.3184579252598149,1000.0,0.638207930205411,0.13222612554767033,0.004181357229100173,0.6300124700363746,0.6464033903744474,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.484,0.9102596182257964,0.02878493655668834,1.4275815243488907,1.5404184756511092,1000.0,1.484,0.9102596182257964,0.02878493655668834,1.4275815243488907,1.5404184756511092,1000.0,0.371,0.2275649045564491,0.007196234139172085,0.3568953810872227,0.3851046189127773,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.02336238946118155,0.01193986906132382,0.0003775718119795991,0.022622348709701534,0.024102430212661563,1000.0,0.2563135850706368,0.104497298664901,0.0033044947311595945,0.249836775397564,0.2627903947437096,1000.0
random,0.0625,10.0,1000,56.0,0.6545,0.21749034933084285,0.006877648729911412,0.6410198084893736,0.6679801915106264,1000.0,0.6545,0.21749034933084285,0.006877648729911412,0.6410198084893736,0.6679801915106264,1000.0,0.8413148830999423,0.213179529056585,0.0067413286234085466,0.8281018789980615,0.854527887201823,1000.0,0.17531590432276342,0.08018105471240067,0.0025406339401939136,0.17033626179998335,0.1802955468455435,996.0,0.11847117086962726,0.06493914403392953,0.0020576755191301557,0.11443812685213216,0.12250421488712236,996.0,0.4464532748979949,0.14029834374775096,0.004436623181921369,0.437757493461429,0.4551490563345608,1000.0,0.30041392509560044,0.09207084361207139,0.002911535719073099,0.29470731508621717,0.3061205351049837,1000.0,0.6142831384721597,0.13822934485256047,0.0043711956920696295,0.6057155949157031,0.6228506820286162,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.382,0.8699613973233713,0.027510594919645644,1.3280792339574945,1.4359207660425053,1000.0,1.382,0.8699613973233713,0.027510594919645644,1.3280792339574945,1.4359207660425053,1000.0,0.3455,0.21749034933084282,0.006877648729911411,0.3320198084893736,0.3589801915106263,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.007164218273868409,0.0036322163097434043,0.00011486076493200797,0.006939091174601673,0.007389345373135145,1000.0,0.2053366834451352,0.08909781168369035,0.0028175201945722325,0.1998143438637736,0.21085902302649678,1000.0
random,0.0625,15.0,1000,56.0,0.6745,0.22270911375457753,0.007042680551419989,0.6606963461192168,0.6883036538807832,1000.0,0.6745,0.22270911375457753,0.007042680551419989,0.6606963461192168,0.6883036538807832,1000.0,0.8490820459996421,0.2091229021260996,0.006613046816229433,0.8361204742398324,0.8620436177594518,1000.0,0.17740998680941003,0.07605267280303364,0.002411031814918259,0.17268436445217025,0.1821356091666498,995.0,0.11940335215469275,0.06354416402099125,0.0020144854278005444,0.11545496071620368,0.12335174359318182,995.0,0.4343944239987175,0.14192076006985513,0.004487928490830195,0.42559808415669037,0.4431907638407447,1000.0,0.29135053137743194,0.09565554016842884,0.0030248937774596156,0.2854217395736111,0.2972793231812528,1000.0,0.6006164569112445,0.13924140410419106,0.004403199815691611,0.591986185272489,0.6092467285500001,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.302,0.8908364550183101,0.028170722205679954,1.2467853844768673,1.3572146155231328,1000.0,1.302,0.8908364550183101,0.028170722205679954,1.2467853844768673,1.3572146155231328,1000.0,0.3255,0.22270911375457753,0.007042680551419989,0.3116963461192168,0.3393036538807832,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0023462016070639555,0.0012111307352569607,3.829931667646391e-05,0.0022711349463780863,0.0024212682677498248,1000.0,0.1954487176063459,0.08058077593639199,0.002548187875826861,0.19045426936972526,0.20044316584296656,1000.0
random,0.0625,20.0,1000,56.0,0.68625,0.22621806318707646,0.007153643275430508,0.6722288591801562,0.7002711408198439,1000.0,0.68625,0.22621806318707646,0.007153643275430508,0.6722288591801562,0.7002711408198439,1000.0,0.858749983984904,0.21199651587782678,0.006703918461939827,0.845610303799502,0.871889664170306,1000.0,0.17410488962448803,0.07614292729297623,0.0024187597994531243,0.1693641204175599,0.17884565883141615,991.0,0.11982603573940688,0.06231967826952367,0.001979649822670804,0.1159459220869721,0.12370614939184166,991.0,0.4238727464672833,0.1487775735700115,0.004704759972345049,0.414651416921487,0.4330940760130796,1000.0,0.2860569373204312,0.09780180748852418,0.0030927647094504854,0.27999511848990827,0.2921187561509541,1000.0,0.5889042871809779,0.14289790470944108,0.004518828517475354,0.5800473832867262,0.5977611910752295,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.255,0.9048722527483058,0.02861457310172203,1.1989154367206247,1.311084563279375,1000.0,1.255,0.9048722527483058,0.02861457310172203,1.1989154367206247,1.311084563279375,1000.0,0.31375,0.22621806318707646,0.007153643275430508,0.2997288591801562,0.32777114081984376,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0007470534769768209,0.000372267448763849,1.1772130368337965e-05,0.0007239801014548785,0.0007701268524987633,1000.0,0.18470736558847714,0.07748190475588294,0.0024501929647682275,0.1799049873775314,0.18950974379942287,1000.0
random,0.125,-5.0,1000,112.0,0.56475,0.2101525674399473,0.006645607692423741,0.5517246089228495,0.5777753910771505,1000.0,0.56475,0.2101525674399473,0.006645607692423741,0.5517246089228495,0.5777753910771505,1000.0,0.7784475540942662,0.20966704362538255,0.006630254081300963,0.7654522560949164,0.7914428520936161,1000.0,0.18993288177205084,0.09604147165934591,0.003052398341442571,0.1839501810228234,0.19591558252127828,990.0,0.14017004691788315,0.07657357368327879,0.002433667927728238,0.13540005777953582,0.1449400360562305,990.0,0.5082768313098466,0.11551998101392766,0.003653062552634188,0.5011168287066836,0.5154368339130095,1000.0,0.34519655632509433,0.07150457318540661,0.0022611731438408624,0.3407646569631662,0.34962845568702244,1000.0,0.7013717301238916,0.11294360517097046,0.0035715903949103773,0.6943714129498673,0.708372047297916,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.741,0.8406102697597893,0.026582430769694965,1.688898435691398,1.7931015643086021,1000.0,1.741,0.8406102697597893,0.026582430769694965,1.688898435691398,1.7931015643086021,1000.0,0.43525,0.2101525674399473,0.006645607692423741,0.4222246089228495,0.44827539107715053,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.11400702055321758,0.055011262962170585,0.0017396088792292024,0.11059738714992835,0.11741665395650681,1000.0,0.5676189674047842,0.1919383612078232,0.006069623917768284,0.5557225045259584,0.5795154302836101,1000.0
random,0.125,0.0,1000,112.0,0.67325,0.2178747505033727,0.006889804562315749,0.6597459830578611,0.6867540169421389,1000.0,0.67325,0.2178747505033727,0.006889804562315749,0.6597459830578611,0.6867540169421389,1000.0,0.8537968321549881,0.20805515653060602,0.0065792817357957075,0.8409014399528285,0.8666922243571478,1000.0,0.17734311527848798,0.07829227073101167,0.0024882917056369093,0.17246606353543964,0.18222016702153632,990.0,0.12096403184377177,0.06181175009161397,0.0019645063762717243,0.1171135993462792,0.12481446434126435,990.0,0.4353544994430414,0.14122143680152213,0.004465813947343341,0.4266015041062484,0.44410749477983436,1000.0,0.29360918608456055,0.09185637097719464,0.002904753498853217,0.28791586922680823,0.29930250294231286,1000.0,0.603115865875803,0.1362521635431789,0.004308671729222032,0.5946708692865278,0.6115608624650782,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.307,0.8714990020134908,0.027559218249262996,1.2529839322314444,1.3610160677685554,1000.0,1.307,0.8714990020134908,0.027559218249262996,1.2529839322314444,1.3610160677685554,1000.0,0.32675,0.2178747505033727,0.006889804562315749,0.3132459830578611,0.34025401694213886,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.03571175930915322,0.018860215492143905,0.0005964123811676825,0.03454279104206456,0.036880727576241876,1000.0,0.2422437945103605,0.09215482741017907,0.002914191519958819,0.23653197913124122,0.24795560988947976,1000.0
random,0.125,5.0,1000,112.0,0.729,0.21501216298207465,0.0067992815966269726,0.7156734080706111,0.7423265919293889,1000.0,0.729,0.21501216298207465,0.0067992815966269726,0.7156734080706111,0.7423265919293889,1000.0,0.8785141938201472,0.20307941554163172,0.006421934990073532,0.8659272012396031,0.8911011864006912,1000.0,0.17052380586895682,0.07133607188685241,0.0022569734338993676,0.16610013793851405,0.1749474737993996,999.0,0.10964231033457916,0.058426618805441435,0.001848536413465602,0.10601917896418658,0.11326544170497174,999.0,0.39324717425350064,0.1516213784037961,0.004794688977302608,0.3838495838579875,0.4026447646490138,1000.0,0.2617742643459537,0.10349570597228715,0.003272821589195188,0.2553595340311311,0.2681889946607763,1000.0,0.5472523704430304,0.14850200874116173,0.004696045847323051,0.5380481205822772,0.5564566203037836,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.084,0.8600486519282986,0.02719712638650789,1.0306936322824447,1.1373063677175554,1000.0,1.084,0.8600486519282986,0.02719712638650789,1.0306936322824447,1.1373063677175554,1000.0,0.271,0.21501216298207465,0.0067992815966269726,0.2576734080706112,0.28432659192938886,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.011479979751737304,0.005759513708836537,0.0001821318153488731,0.011123001393653513,0.011836958109821095,1000.0,0.1620788376057285,0.06481843501247726,0.0020497388900703275,0.15806134938119065,0.16609632583026634,1000.0
random,0.125,10.0,1000,112.0,0.72475,0.2117658666600505,0.006696624693252736,0.7116246156012247,0.7378753843987753,1000.0,0.72475,0.2117658666600505,0.006696624693252736,0.7116246156012247,0.7378753843987753,1000.0,0.8819846384048173,0.19320498621401383,0.006109678117377157,0.8700096692947581,0.8939596075148766,1000.0,0.1702815181248723,0.07092637625817662,0.0022473882318315053,0.16587663719048254,0.17468639905926206,996.0,0.10494620358189982,0.05463882717455111,0.001731297490036444,0.1015528605014284,0.10833954666237125,996.0,0.3970831502451909,0.1487270640588109,0.0047031627213560915,0.387864951311333,0.40630134917904887,1000.0,0.2622354815468833,0.10204338309676014,0.0032268951073488824,0.2559107671364795,0.26856019595728714,1000.0,0.5437365444034116,0.14453344350787772,0.004570548795521702,0.534778268764189,0.5526948200426341,1000.0,4.0,0.0,0.0,4.0,4.0,1000.0,1.101,0.847063466640202,0.026786498773010942,1.0484984624048985,1.1535015375951014,1000.0,1.101,0.847063466640202,0.026786498773010942,1.0484984624048985,1.1535015375951014,1000.0,0.27525,0.2117658666600505,0.006696624693252736,0.26212461560122463,0.28837538439877536,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0037323461909851176,0.0018570929369038014,5.872643507227377e-05,0.003617242378243461,0.003847450003726774,1000.0,0.1462835638910289,0.062151645209744415,0.0019654075918948584,0.14243136501091497,0.15013576277114282,1000.0
