pilot_pattern,pilot_density,snr_db,trials,num_pilots,path_recall_mean,path_recall_std,path_recall_se,path_recall_ci95_lower,path_recall_ci95_upper,path_recall_n_eff,path_precision_mean,path_precision_std,path_precision_se,path_precision_ci95_lower,path_precision_ci95_upper,path_precision_n_eff,power_recovery_mean,power_recovery_std,power_recovery_se,power_recovery_ci95_lower,power_recovery_ci95_upper,power_recovery_n_eff,delay_rmse_bins_mean,delay_rmse_bins_std,delay_rmse_bins_se,delay_rmse_bins_ci95_lower,delay_rmse_bins_ci95_upper,delay_rmse_bins_n_eff,doppler_rmse_bins_mean,doppler_rmse_bins_std,doppler_rmse_bins_se,doppler_rmse_bins_ci95_lower,doppler_rmse_bins_ci95_upper,doppler_rmse_bins_n_eff,penalized_delay_rmse_bins_mean,penalized_delay_rmse_bins_std,penalized_delay_rmse_bins_se,penalized_delay_rmse_bins_ci95_lower,penalized_delay_rmse_bins_ci95_upper,penalized_delay_rmse_bins_n_eff,penalized_doppler_rmse_bins_mean,penalized_doppler_rmse_bins_std,penalized_doppler_rmse_bins_se,penalized_doppler_rmse_bins_ci95_lower,penalized_doppler_rmse_bins_ci95_upper,penalized_doppler_rmse_bins_n_eff,ospa_distance_mean,ospa_distance_std,ospa_distance_se,ospa_distance_ci95_lower,ospa_distance_ci95_upper,ospa_distance_n_eff,num_estimated_mean,num_estimated_std,num_estimated_se,num_estimated_ci95_lower,num_estimated_ci95_upper,num_estimated_n_eff,num_missed_mean,num_missed_std,num_missed_se,num_missed_ci95_lower,num_missed_ci95_upper,num_missed_n_eff,num_false_alarms_mean,num_false_alarms_std,num_false_alarms_se,num_false_alarms_ci95_lower,num_false_alarms_ci95_upper,num_false_alarms_n_eff,false_alarm_rate_mean,false_alarm_rate_std,false_alarm_rate_se,false_alarm_rate_ci95_lower,false_alarm_rate_ci95_upper,false_alarm_rate_n_eff,nmse_oracle_perfect_mean,nmse_oracle_perfect_std,nmse_oracle_perfect_se,nmse_oracle_perfect_ci95_lower,nmse_oracle_perfect_ci95_upper,nmse_oracle_perfect_n_eff,nmse_oracle_support_ls_mean,nmse_oracle_support_ls_std,nmse_oracle_support_ls_se,nmse_oracle_support_ls_ci95_lower,nmse_oracle_support_ls_ci95_upper,nmse_oracle_support_ls_n_eff,nmse_estimated_support_ls_mean,nmse_estimated_support_ls_std,nmse_estimated_support_ls_se,nmse_estimated_support_ls_ci95_lower,nmse_estimated_support_ls_ci95_upper,nmse_estimated_support_ls_n_eff
random,0.125,-5.0,50,112.0,0.51,0.1953542047311049,0.02762725657973388,0.4558505771037216,0.5641494228962785,50.0,0.51,0.1953542047311049,0.02762725657973388,0.4558505771037216,0.5641494228962785,50.0,0.724040331704252,0.28017042536873826,0.039622081533230866,0.6463810518991194,0.8016996115093845,50.0,0.22686835138498287,0.11500749140325987,0.016429641629037126,0.19466625379207012,0.25907044897789566,49.0,0.13147146481960434,0.061626426984133315,0.008803775283447616,0.11421606526404701,0.14872686437516167,49.0,0.5464817079864077,0.09466578896170354,0.013387764264239037,0.5202416900284992,0.5727217259443163,50.0,0.3588163402900388,0.0694366156121657,0.009819820352401212,0.33956949239933243,0.37806318818074514,50.0,0.7238404499253722,0.10102581043762475,0.01428720712706223,0.6958375239563303,0.7518433758944142,50.0,4.0,0.0,0.0,4.0,4.0,50.0,1.96,0.7814168189244196,0.11050902631893551,1.7434023084148864,2.1765976915851137,50.0,1.96,0.7814168189244196,0.11050902631893551,1.7434023084148864,2.1765976915851137,50.0,0.49,0.1953542047311049,0.02762725657973388,0.4358505771037216,0.5441494228962784,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.11276940262454307,0.04670995490334424,0.006605785172214507,0.09982206368700264,0.1257167415620835,50.0,0.5921004343229297,0.2192933554814922,0.031012763746023058,0.5313154173807245,0.6528854512651349,50.0
random,0.125,0.0,50,112.0,0.67,0.20478958838330646,0.028961621332447562,0.6132352221884028,0.7267647778115973,50.0,0.67,0.20478958838330646,0.028961621332447562,0.6132352221884028,0.7267647778115973,50.0,0.862022923431844,0.1842807244734987,0.026061229983436136,0.8109429126643091,0.9131029341993788,50.0,0.18920607350633195,0.08212123987220002,0.011613697118615944,0.1664432271538447,0.21196891985881922,50.0,0.12666847907645254,0.057365547541263495,0.008112713534581338,0.11076756054867312,0.14256939760423196,50.0,0.44225400705891943,0.13788132869638722,0.019499364504045342,0.40403525263099055,0.4804727614868483,50.0,0.2994374575501022,0.08333541968152205,0.011785408073966224,0.2763380577251284,0.322536857375076,50.0,0.6202098271655977,0.1302190191586094,0.01841575029730273,0.5841149565828844,0.656304697748311,50.0,4.0,0.0,0.0,4.0,4.0,50.0,1.32,0.8191583535332259,0.11584648532979025,1.0929408887536112,1.547059111246389,50.0,1.32,0.8191583535332259,0.11584648532979025,1.0929408887536112,1.547059111246389,50.0,0.33,0.20478958838330646,0.028961621332447562,0.2732352221884028,0.38676477781159724,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.03752439490135303,0.021571597817875227,0.003050684619609701,0.031545053046918015,0.043503736755788044,50.0,0.23912675913219736,0.07349232613745517,0.010393384435393579,0.21875572563882595,0.25949779262556877,50.0
random,0.125,5.0,50,112.0,0.695,0.21600500750053486,0.030547721114775852,0.6351264666150392,0.7548735333849607,50.0,0.695,0.21600500750053486,0.030547721114775852,0.6351264666150392,0.7548735333849607,50.0,0.8890212400861082,0.19712616226720772,0.02787784921768446,0.8343806556194466,0.9436618245527697,50.0,0.15391575801067225,0.07201592866902039,0.010184590303062202,0.13395396101667034,0.17387755500467417,50.0,0.11200046066807028,0.04971430235136033,0.007030664062921042,0.09822035910474503,0.12578056223139553,50.0,0.41376925305845913,0.1474681861533426,0.020855150887661735,0.37289315731864214,0.4546453487982761,50.0,0.27683485996808854,0.10297951244365357,0.014563502314438377,0.24829039543178932,0.30537932450438776,50.0,0.5803908044878211,0.15765790282389153,0.022296194438884687,0.5366902633876072,0.624091345588035,50.0,4.0,0.0,0.0,4.0,4.0,50.0,1.22,0.8640200300021394,0.12219088445910341,0.9805058664601574,1.4594941335398426,50.0,1.22,0.8640200300021394,0.12219088445910341,0.9805058664601574,1.4594941335398426,50.0,0.305,0.21600500750053486,0.030547721114775852,0.24512646661503934,0.36487353338496065,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.011124766403354837,0.005049976401769069,0.0007141745117045899,0.00972498436041384,0.012524548446295834,50.0,0.16747454583972388,0.07181138265185168,0.010155663127901263,0.1475694461090374,0.18737964557041034,50.0
random,0.125,10.0,50,112.0,0.74,0.18871206876604152,0.026687916703242005,0.6876916832616456,0.7923083167383543,50.0,0.74,0.18871206876604152,0.026687916703242005,0.6876916832616456,0.7923083167383543,50.0,0.8630802233168466,0.21031886540082823,0.029743579187277276,0.8047828081097832,0.9213776385239101,50.0,0.1510322275598136,0.060813470068789954,0.008600323414625303,0.134175593667148,0.1678888614524792,50.0,0.1087488814781962,0.05522169492121004,0.00780952698948047,0.09344220857881448,0.12405555437757791,50.0,0.3797875886719577,0.14861143609785119,0.02101683084533237,0.3385946002151063,0.42098057712880915,50.0,0.26009620692355145,0.0953776508170461,0.01348843673327519,0.23365887092633209,0.2865335429207708,50.0,0.5242494397383657,0.13924474758398955,0.019692181052249628,0.48565276487595643,0.5628461146007749,50.0,4.0,0.0,0.0,4.0,4.0,50.0,1.04,0.7548482750641661,0.10675166681296802,0.8307667330465827,1.2492332669534174,50.0,1.04,0.7548482750641661,0.10675166681296802,0.8307667330465827,1.2492332669534174,50.0,0.26,0.18871206876604152,0.026687916703242005,0.20769168326164567,0.31230831673835435,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.004226969633821513,0.0020542226410237827,0.0002905109519069711,0.0036575681680838497,0.004796371099559177,50.0,0.14935128327916952,0.07528604343052742,0.010647054367686173,0.12848305671850463,0.17021950983983442,50.0
random,0.125,15.0,50,112.0,0.785,0.20830952244882406,0.029459415181858968,0.7272595462435565,0.8427404537564436,50.0,0.785,0.20830952244882406,0.029459415181858968,0.7272595462435565,0.8427404537564436,50.0,0.8942073915826175,0.20217834565832857,0.02859233584481638,0.8381664133267774,0.9502483698384576,50.0,0.1673493678749473,0.05759323532754269,0.008144913450115613,0.1513853375127207,0.1833133982371739,50.0,0.10401530708480018,0.05297077609620326,0.00749119899646792,0.08933255705172306,0.1186980571178773,50.0,0.348426468460687,0.15844383072614932,0.02240734142872673,0.3045080792603826,0.39234485766099136,50.0,0.2312295318445871,0.1085503885277679,0.015351343165683817,0.20114089923984682,0.2613181644493274,50.0,0.49770047182214044,0.15177462906289996,0.021464173884489884,0.45563069100854026,0.5397702526357406,50.0,4.0,0.0,0.0,4.0,4.0,50.0,0.86,0.8332380897952963,0.11783766072743589,0.6290381849742257,1.0909618150257743,50.0,0.86,0.8332380897952963,0.11783766072743589,0.6290381849742257,1.0909618150257743,50.0,0.215,0.20830952244882409,0.02945941518185897,0.15725954624355643,0.27274045375644357,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.001039085848095757,0.0004950984535815978,7.001749477650418e-05,0.0009018515583338088,0.001176320137857705,50.0,0.14171962266047247,0.04914636937234498,0.006950346210776796,0.12809694408734995,0.155342301233595,50.0
random,0.125,20.0,50,112.0,0.74,0.18871206876604152,0.026687916703242005,0.6876916832616456,0.7923083167383543,50.0,0.74,0.18871206876604152,0.026687916703242005,0.6876916832616456,0.7923083167383543,50.0,0.8864745389353155,0.1831364615032508,0.02589940676229155,0.835711701681224,0.937237376189407,50.0,0.17937348871320213,0.06218021805463717,0.008793610768418428,0.162138011607102,0.19660896581930226,50.0,0.0955222954551396,0.04420438117470948,0.006251443537358407,0.08326946612191713,0.10777512478836207,50.0,0.38847119378422545,0.14873831458902692,0.021034774173631785,0.34724303640390713,0.4296993511645438,50.0,0.2536415948885258,0.09696902657319638,0.013713491250993136,0.22676315203657924,0.2805200377404723,50.0,0.5214723428896684,0.13675381701738937,0.01933991027322806,0.48356611875414135,0.5593785670251954,50.0,4.0,0.0,0.0,4.0,4.0,50.0,1.04,0.7548482750641661,0.10675166681296802,0.8307667330465827,1.2492332669534174,50.0,1.04,0.7548482750641661,0.10675166681296802,0.8307667330465827,1.2492332669534174,50.0,0.26,0.18871206876604152,0.026687916703242005,0.20769168326164567,0.31230831673835435,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0003872648945893529,0.0001916875084922793,2.710870742472892e-05,0.0003341318280368842,0.0004403979611418216,50.0,0.14719958834062186,0.06154238503628111,0.008703407557909576,0.1301409095271191,0.16425826715412462,50.0
random,0.125,25.0,50,112.0,0.7,0.23145502494313785,0.032732683535398856,0.6358439402706182,0.7641560597293817,50.0,0.7,0.23145502494313785,0.032732683535398856,0.6358439402706182,0.7641560597293817,50.0,0.8688705356799967,0.2271855315372174,0.03212888598748734,0.8058979191445216,0.9318431522154719,50.0,0.17078544819879962,0.07838201182489367,0.011197430260699096,0.1488384848878294,0.19273241150976986,49.0,0.10901520778406637,0.05129625247753323,0.007328036068219032,0.09465225709035707,0.12337815847777567,49.0,0.4032460934798191,0.1720909021584435,0.024337328779349212,0.3555449290722946,0.4509472578873436,50.0,0.2736684921840073,0.10369632221734484,0.014664874524797956,0.2449253381154033,0.3024116462526113,50.0,0.5496997686715135,0.1625089644269556,0.02298223814998074,0.5046545818975512,0.5947449554454758,50.0,4.0,0.0,0.0,4.0,4.0,50.0,1.2,0.9258200997725514,0.13093073414159542,0.9433757610824729,1.456624238917527,50.0,1.2,0.9258200997725514,0.13093073414159542,0.9433757610824729,1.456624238917527,50.0,0.3,0.23145502494313785,0.032732683535398856,0.23584394027061822,0.36415605972938175,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.00010967233452176241,4.928426279641241e-05,6.969847285824619e-06,9.601143384154616e-05,0.00012333323520197865,50.0,0.13792024320664922,0.06028978899790072,0.00852626372734434,0.12120876630105432,0.15463172011224413,50.0
random,0.125,30.0,50,112.0,0.745,0.17849998570856856,0.025243710067246128,0.6955223282681976,0.7944776717318024,50.0,0.745,0.17849998570856856,0.025243710067246128,0.6955223282681976,0.7944776717318024,50.0,0.8939394582099567,0.19324478840184658,0.027328940061581042,0.8403747356892578,0.9475041807306556,50.0,0.17502364467959997,0.07105083515813797,0.010048105469857384,0.1553293579586795,0.19471793140052043,50.0,0.09890584122048804,0.0477161780552733,0.006748086615037695,0.08567959145501416,0.11213209098596191,50.0,0.3874880531497799,0.13743312159211085,0.01943597844748338,0.3493935353927125,0.4255825709068473,50.0,0.2530508230433347,0.0930914257112229,0.013165115678145888,0.22724719631416876,0.2788544497725006,50.0,0.5341241454329233,0.13928500692027843,0.019697874582188815,0.4955163112518332,0.5727319796140133,50.0,4.0,0.0,0.0,4.0,4.0,50.0,1.02,0.7139999428342743,0.10097484026898451,0.8220893130727904,1.2179106869272096,50.0,1.02,0.7139999428342743,0.10097484026898451,0.8220893130727904,1.2179106869272096,50.0,0.255,0.17849998570856856,0.025243710067246128,0.2055223282681976,0.3044776717318024,50.0,0.0,0.0,0.0,0.0,0.0,50.0,4.193889448100962e-05,2.525065945573523e-05,3.570982506116519e-06,3.493976876902124e-05,4.8938020192997995e-05,50.0,0.1428138676002975,0.05662794468937424,0.008008400738902653,0.12711740215204828,0.1585103330485467,50.0
